<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.11.21	00:00:00	1.05431	1.05495	1.05364	1.05457	2756	0	0
2024.11.21	04:00:00	1.05457	1.05548	1.05456	1.05465	3215	0	0
2024.11.21	08:00:00	1.05470	1.05543	1.05138	1.05168	9324	0	1
2024.11.21	12:00:00	1.05169	1.05390	1.05140	1.05328	8840	0	3
2024.11.21	16:00:00	1.05328	1.05445	1.04621	1.04873	13257	0	3
2024.11.21	20:00:00	1.04872	1.04892	1.04716	1.04734	5304	0	1
2024.11.22	00:00:00	1.04732	1.04776	1.04664	1.04714	3509	0	4
2024.11.22	04:00:00	1.04714	1.04781	1.04615	1.04646	4143	0	0
2024.11.22	08:00:00	1.04644	1.04979	1.03313	1.04019	12050	0	3
2024.11.22	12:00:00	1.04020	1.04373	1.03848	1.04293	12125	0	3
2024.11.22	16:00:00	1.04294	1.04346	1.03920	1.04189	12126	0	3
2024.11.22	20:00:00	1.04186	1.04253	1.04079	1.04178	4902	0	2
2024.11.25	00:00:00	1.04799	1.05011	1.04616	1.04779	6777	0	3
2024.11.25	04:00:00	1.04776	1.04893	1.04744	1.04790	5119	0	3
2024.11.25	08:00:00	1.04790	1.04969	1.04490	1.04892	10254	0	1
2024.11.25	12:00:00	1.04890	1.05300	1.04739	1.05284	10475	0	3
2024.11.25	16:00:00	1.05283	1.05300	1.04667	1.04859	11561	0	3
2024.11.25	20:00:00	1.04859	1.05106	1.04857	1.04928	5135	0	0
2024.11.26	00:00:00	1.04889	1.05005	1.04250	1.04540	8307	0	3
2024.11.26	04:00:00	1.04540	1.04904	1.04513	1.04752	4991	0	0
2024.11.26	08:00:00	1.04752	1.05189	1.04701	1.05072	10423	0	3
2024.11.26	12:00:00	1.05072	1.05446	1.04999	1.05035	10402	0	3
2024.11.26	16:00:00	1.05034	1.05098	1.04635	1.04703	12162	0	3
2024.11.26	20:00:00	1.04703	1.04901	1.04571	1.04811	6802	0	3
2024.11.27	00:00:00	1.04810	1.04962	1.04763	1.04866	4610	0	3
2024.11.27	04:00:00	1.04864	1.04880	1.04743	1.04768	4148	0	0
2024.11.27	08:00:00	1.04767	1.05402	1.04752	1.05164	10635	0	3
2024.11.27	12:00:00	1.05162	1.05736	1.05104	1.05726	10642	0	3
2024.11.27	16:00:00	1.05730	1.05875	1.05330	1.05763	13124	0	3
2024.11.27	20:00:00	1.05763	1.05785	1.05592	1.05643	5171	0	1
2024.11.28	00:00:00	1.05645	1.05690	1.05472	1.05569	4105	0	1
2024.11.28	04:00:00	1.05572	1.05610	1.05486	1.05500	4237	0	2
2024.11.28	08:00:00	1.05499	1.05563	1.05275	1.05319	9305	0	3
2024.11.28	12:00:00	1.05320	1.05562	1.05299	1.05338	7491	0	3
2024.11.28	16:00:00	1.05338	1.05569	1.05314	1.05527	6200	0	0
2024.11.28	20:00:00	1.05527	1.05569	1.05469	1.05469	1105	0	0
2024.11.29	00:00:00	1.05477	1.05746	1.05464	1.05598	5114	0	3
2024.11.29	04:00:00	1.05597	1.05767	1.05589	1.05679	5250	0	3
2024.11.29	08:00:00	1.05675	1.05970	1.05519	1.05565	9746	0	3
2024.11.29	12:00:00	1.05564	1.05731	1.05481	1.05627	9890	0	3
2024.11.29	16:00:00	1.05628	1.05677	1.05414	1.05676	10939	0	3
2024.11.29	20:00:00	1.05672	1.05844	1.05672	1.05755	3684	0	1
2024.12.02	00:00:00	1.05700	1.05719	1.05279	1.05304	6036	0	3
2024.12.02	04:00:00	1.05304	1.05319	1.05151	1.05220	5628	0	2
2024.12.02	08:00:00	1.05218	1.05371	1.04959	1.05134	10922	0	3
2024.12.02	12:00:00	1.05131	1.05381	1.04949	1.05055	10449	0	3
2024.12.02	16:00:00	1.05065	1.05146	1.04606	1.04874	13503	0	3
2024.12.02	20:00:00	1.04873	1.05158	1.04845	1.04960	6279	0	3
2024.12.03	00:00:00	1.04968	1.05015	1.04842	1.04878	4238	0	3
2024.12.03	04:00:00	1.04877	1.04943	1.04807	1.04914	4967	0	0
2024.12.03	08:00:00	1.04914	1.05306	1.04833	1.05203	9503	0	3
2024.12.03	12:00:00	1.05202	1.05296	1.05062	1.05238	8907	0	3
2024.12.03	16:00:00	1.05242	1.05301	1.04920	1.05285	12465	0	3
2024.12.03	20:00:00	1.05281	1.05349	1.05028	1.05049	5693	0	3
2024.12.04	00:00:00	1.05052	1.05125	1.04972	1.05060	4057	0	3
2024.12.04	04:00:00	1.05061	1.05198	1.04878	1.05149	5985	0	4
2024.12.04	08:00:00	1.05152	1.05288	1.04824	1.05028	9573	0	3
2024.12.04	12:00:00	1.05030	1.05122	1.04790	1.04835	9834	0	3
2024.12.04	16:00:00	1.04833	1.05439	1.04722	1.05372	12886	0	3
2024.12.04	20:00:00	1.05371	1.05387	1.05048	1.05060	7088	0	3
2024.12.05	00:00:00	1.05051	1.05157	1.05051	1.05121	3742	0	4
2024.12.05	04:00:00	1.05121	1.05287	1.05105	1.05264	4323	0	0
2024.12.05	08:00:00	1.05264	1.05463	1.05211	1.05285	7869	0	3
2024.12.05	12:00:00	1.05278	1.05680	1.05233	1.05669	9371	0	3
2024.12.05	16:00:00	1.05668	1.05895	1.05506	1.05675	11431	0	0
2024.12.05	20:00:00	1.05674	1.05885	1.05569	1.05824	5418	0	3
2024.12.06	00:00:00	1.05823	1.05880	1.05658	1.05685	3618	0	3
2024.12.06	04:00:00	1.05686	1.05802	1.05682	1.05721	4596	0	0
2024.12.06	08:00:00	1.05721	1.05938	1.05674	1.05772	7600	0	3
2024.12.06	12:00:00	1.05775	1.06296	1.05714	1.06043	9498	0	3
2024.12.06	16:00:00	1.06046	1.06069	1.05442	1.05509	12623	0	3
2024.12.06	20:00:00	1.05508	1.05694	1.05421	1.05665	5018	0	3
2024.12.09	00:00:00	1.05557	1.05692	1.05512	1.05518	3750	0	0
2024.12.09	04:00:00	1.05518	1.05563	1.05321	1.05370	4493	0	3
2024.12.09	08:00:00	1.05371	1.05748	1.05364	1.05661	8730	0	3
2024.12.09	12:00:00	1.05661	1.05853	1.05577	1.05760	8296	0	3
2024.12.09	16:00:00	1.05761	1.05943	1.05666	1.05668	9360	0	3
2024.12.09	20:00:00	1.05667	1.05675	1.05470	1.05496	4914	0	0
2024.12.10	00:00:00	1.05510	1.05570	1.05452	1.05529	3400	0	3
2024.12.10	04:00:00	1.05529	1.05625	1.05489	1.05619	5469	0	4
2024.12.10	08:00:00	1.05618	1.05680	1.05230	1.05311	7806	0	3
2024.12.10	12:00:00	1.05309	1.05377	1.05158	1.05228	8491	0	3
2024.12.10	16:00:00	1.05239	1.05310	1.04985	1.05095	10158	0	3
2024.12.10	20:00:00	1.05096	1.05311	1.05086	1.05235	5409	0	3
2024.12.11	00:00:00	1.05256	1.05355	1.05241	1.05345	3297	0	0
2024.12.11	04:00:00	1.05345	1.05393	1.05205	1.05239	3808	0	0
2024.12.11	08:00:00	1.05238	1.05282	1.04879	1.05004	9348	0	0
2024.12.11	12:00:00	1.05003	1.05370	1.04870	1.05241	10258	0	3
2024.12.11	16:00:00	1.05240	1.05290	1.04801	1.04875	12248	0	3
2024.12.11	20:00:00	1.04874	1.04998	1.04815	1.04917	5837	0	3
2024.12.12	00:00:00	1.04887	1.05086	1.04887	1.05060	3708	0	0
2024.12.12	04:00:00	1.05062	1.05094	1.05007	1.05063	3881	0	1
2024.12.12	08:00:00	1.05064	1.05309	1.05042	1.05099	8498	0	0
2024.12.12	12:00:00	1.05099	1.05140	1.04695	1.04846	10308	0	3
2024.12.12	16:00:00	1.04855	1.05208	1.04636	1.05004	14065	0	3
2024.12.12	20:00:00	1.05008	1.05023	1.04622	1.04641	6330	0	1
2024.12.13	00:00:00	1.04674	1.04808	1.04618	1.04651	4165	0	4
2024.12.13	04:00:00	1.04651	1.04667	1.04562	1.04651	4312	0	1
2024.12.13	08:00:00	1.04651	1.04940	1.04532	1.04864	8383	0	3
2024.12.13	12:00:00	1.04877	1.05241	1.04833	1.05102	9328	0	3
2024.12.13	16:00:00	1.05103	1.05103	1.04821	1.04964	9747	0	3
2024.12.13	20:00:00	1.04964	1.05045	1.04890	1.05025	4613	0	0
2024.12.16	00:00:00	1.04841	1.05212	1.04841	1.05188	3819	0	3
2024.12.16	04:00:00	1.05189	1.05228	1.05096	1.05195	3495	0	0
2024.12.16	08:00:00	1.05195	1.05245	1.05001	1.05051	7683	0	0
2024.12.16	12:00:00	1.05051	1.05080	1.04832	1.05075	7247	0	4
2024.12.16	16:00:00	1.05075	1.05205	1.04745	1.05111	10391	0	4
2024.12.16	20:00:00	1.05112	1.05224	1.05057	1.05088	4929	0	0
2024.12.17	00:00:00	1.05063	1.05342	1.05063	1.05213	3468	0	4
2024.12.17	04:00:00	1.05213	1.05267	1.05026	1.05045	3650	0	0
2024.12.17	08:00:00	1.05046	1.05090	1.04804	1.04856	7960	0	0
2024.12.17	12:00:00	1.04872	1.05065	1.04789	1.05048	8472	0	3
2024.12.17	16:00:00	1.05046	1.05157	1.04944	1.04996	10452	0	3
2024.12.17	20:00:00	1.04993	1.05041	1.04851	1.04883	5073	0	4
2024.12.18	00:00:00	1.04860	1.05027	1.04860	1.05020	3108	0	3
2024.12.18	04:00:00	1.05023	1.05056	1.04958	1.05021	3710	0	0
2024.12.18	08:00:00	1.05021	1.05126	1.04874	1.04941	7058	0	3
2024.12.18	12:00:00	1.04942	1.05033	1.04822	1.04919	7841	0	0
2024.12.18	16:00:00	1.04919	1.05030	1.04670	1.04753	9270	0	3
2024.12.18	20:00:00	1.04753	1.04924	1.03441	1.03496	13271	0	3
2024.12.19	00:00:00	1.03485	1.03798	1.03428	1.03779	5950	0	3
2024.12.19	04:00:00	1.03784	1.03906	1.03724	1.03819	5803	0	0
2024.12.19	08:00:00	1.03816	1.04222	1.03772	1.04124	11178	0	3
2024.12.19	12:00:00	1.04124	1.04157	1.03858	1.03990	11458	0	3
2024.12.19	16:00:00	1.03990	1.04071	1.03545	1.03615	12645	0	3
2024.12.19	20:00:00	1.03615	1.03771	1.03552	1.03620	6554	0	3
2024.12.20	00:00:00	1.03616	1.03691	1.03581	1.03633	4177	0	4
2024.12.20	04:00:00	1.03634	1.03666	1.03565	1.03661	4644	0	0
2024.12.20	08:00:00	1.03661	1.03982	1.03430	1.03828	9853	0	3
2024.12.20	12:00:00	1.03828	1.04191	1.03794	1.04074	9080	0	3
2024.12.20	16:00:00	1.04073	1.04447	1.03859	1.04285	13214	0	4
2024.12.20	20:00:00	1.04283	1.04473	1.04218	1.04287	6450	0	4
2024.12.23	00:00:00	1.04257	1.04446	1.04241	1.04358	3683	0	4
2024.12.23	04:00:00	1.04358	1.04451	1.04357	1.04401	3552	0	0
2024.12.23	08:00:00	1.04400	1.04421	1.04072	1.04077	6405	0	3
2024.12.23	12:00:00	1.04076	1.04096	1.03856	1.03995	7522	0	3
2024.12.23	16:00:00	1.03995	1.04178	1.03842	1.03981	9011	0	3
2024.12.23	20:00:00	1.03976	1.04139	1.03976	1.04021	4567	0	2
2024.12.24	00:00:00	1.04018	1.04097	1.03980	1.04027	2413	0	0
2024.12.24	04:00:00	1.04026	1.04086	1.03887	1.03968	2909	0	0
2024.12.24	08:00:00	1.03969	1.04054	1.03901	1.03918	4315	0	1
2024.12.24	12:00:00	1.03917	1.04034	1.03889	1.04023	5123	0	4
2024.12.24	16:00:00	1.04024	1.04098	1.03834	1.03883	6404	0	4
2024.12.24	20:00:00	1.03882	1.04024	1.03866	1.03897	2532	0	0
2024.12.25	00:00:00	1.03901	1.03963	1.03888	1.03961	18	0	112
2024.12.26	00:00:00	1.04021	1.04040	1.03929	1.03971	2929	0	0
2024.12.26	04:00:00	1.03971	1.04040	1.03966	1.03977	2212	0	0
2024.12.26	08:00:00	1.03976	1.04002	1.03903	1.03990	3177	0	0
2024.12.26	12:00:00	1.03990	1.04056	1.03925	1.04025	3636	0	0
2024.12.26	16:00:00	1.04026	1.04227	1.03951	1.04115	6592	0	3
2024.12.26	20:00:00	1.04116	1.04299	1.04116	1.04151	4123	0	4
2024.12.27	00:00:00	1.04147	1.04242	1.04121	1.04130	2614	0	0
2024.12.27	04:00:00	1.04130	1.04138	1.04065	1.04093	2811	0	0
2024.12.27	08:00:00	1.04093	1.04257	1.04050	1.04166	5019	0	0
2024.12.27	12:00:00	1.04166	1.04441	1.04116	1.04383	5538	0	4
2024.12.27	16:00:00	1.04389	1.04396	1.04144	1.04212	8948	0	4
2024.12.27	20:00:00	1.04211	1.04304	1.04203	1.04228	4382	0	0
2024.12.30	00:00:00	1.04251	1.04349	1.04246	1.04253	2484	0	0
2024.12.30	04:00:00	1.04253	1.04274	1.04209	1.04250	2391	0	0
2024.12.30	08:00:00	1.04251	1.04390	1.04092	1.04339	5956	0	0
2024.12.30	12:00:00	1.04338	1.04582	1.03851	1.03877	8058	0	3
2024.12.30	16:00:00	1.03879	1.04087	1.03715	1.03940	10985	0	3
2024.12.30	20:00:00	1.03944	1.04070	1.03937	1.04030	5263	0	0
2024.12.31	00:00:00	1.04039	1.04132	1.03940	1.04120	3078	0	0
2024.12.31	04:00:00	1.04120	1.04148	1.04024	1.04038	2912	0	1
2024.12.31	08:00:00	1.04037	1.04243	1.03995	1.04185	5920	0	0
2024.12.31	12:00:00	1.04189	1.04199	1.03834	1.03929	7288	0	3
2024.12.31	16:00:00	1.03931	1.03941	1.03438	1.03490	11243	0	3
2024.12.31	20:00:00	1.03489	1.03645	1.03455	1.03493	5169	0	1
2025.01.02	00:00:00	1.03515	1.03606	1.03444	1.03577	4556	0	0
2025.01.02	04:00:00	1.03577	1.03757	1.03576	1.03639	3066	0	0
2025.01.02	08:00:00	1.03638	1.03724	1.03461	1.03514	7503	0	4
2025.01.02	12:00:00	1.03516	1.03567	1.03110	1.03133	9733	0	4
2025.01.02	16:00:00	1.03133	1.03238	1.02239	1.02648	13160	0	3
2025.01.02	20:00:00	1.02649	1.02685	1.02478	1.02558	5509	0	1
2025.01.03	00:00:00	1.02556	1.02734	1.02513	1.02674	2590	0	0
2025.01.03	04:00:00	1.02673	1.02745	1.02645	1.02716	3274	0	0
2025.01.03	08:00:00	1.02716	1.02998	1.02686	1.02901	7484	0	0
2025.01.03	12:00:00	1.02901	1.03028	1.02791	1.02931	7077	0	3
2025.01.03	16:00:00	1.02931	1.03057	1.02728	1.02979	9990	0	3
2025.01.03	20:00:00	1.02978	1.03098	1.02925	1.03078	4546	0	1
2025.01.06	00:00:00	1.03018	1.03134	1.02955	1.03121	3727	0	0
2025.01.06	04:00:00	1.03121	1.03181	1.03084	1.03088	3846	0	1
2025.01.06	08:00:00	1.03088	1.03687	1.03076	1.03555	8403	0	3
2025.01.06	12:00:00	1.03556	1.04365	1.03288	1.04168	13528	0	3
2025.01.06	16:00:00	1.04169	1.04237	1.03530	1.03872	13673	0	3
2025.01.06	20:00:00	1.03872	1.03922	1.03770	1.03860	5594	0	0
2025.01.07	00:00:00	1.03864	1.03913	1.03761	1.03812	3683	0	3
2025.01.07	04:00:00	1.03808	1.04031	1.03808	1.03966	1160	0	4
2025.01.07	08:00:00	1.03966	1.04296	1.03963	1.04267	6306	0	4
2025.01.07	12:00:00	1.04264	1.04343	1.03864	1.03966	9061	0	3
2025.01.07	16:00:00	1.03963	1.03975	1.03539	1.03667	13285	0	3
2025.01.07	20:00:00	1.03667	1.03693	1.03364	1.03364	5982	0	3
2025.01.08	00:00:00	1.03371	1.03529	1.03371	1.03526	3390	0	3
2025.01.08	04:00:00	1.03528	1.03558	1.03462	1.03547	3037	0	0
2025.01.08	08:00:00	1.03548	1.03573	1.03154	1.03194	8549	0	3
2025.01.08	12:00:00	1.03194	1.03211	1.02732	1.03032	12637	0	3
2025.01.08	16:00:00	1.03031	1.03143	1.02889	1.03051	11022	0	3
2025.01.08	20:00:00	1.03054	1.03242	1.03053	1.03149	6137	0	4
2025.01.09	00:00:00	1.03155	1.03187	1.03048	1.03142	3214	0	0
2025.01.09	04:00:00	1.03142	1.03212	1.03053	1.03065	3666	0	0
2025.01.09	08:00:00	1.03066	1.03174	1.02836	1.03058	9149	0	3
2025.01.09	12:00:00	1.03056	1.03185	1.02957	1.03078	8519	0	3
2025.01.09	16:00:00	1.03078	1.03145	1.02910	1.02972	7487	0	3
2025.01.09	20:00:00	1.02969	1.03034	1.02939	1.02992	2398	0	0
2025.01.10	00:00:00	1.03011	1.03042	1.02921	1.03017	2984	0	4
2025.01.10	04:00:00	1.03017	1.03035	1.02846	1.02857	3147	0	0
2025.01.10	08:00:00	1.02857	1.03117	1.02811	1.02998	7100	0	4
2025.01.10	12:00:00	1.02999	1.03117	1.02128	1.02563	9271	0	3
2025.01.10	16:00:00	1.02562	1.02786	1.02274	1.02444	14847	0	3
2025.01.10	20:00:00	1.02443	1.02488	1.02345	1.02404	6307	0	3
2025.01.13	00:00:00	1.02310	1.02497	1.02248	1.02416	3721	0	3
2025.01.13	04:00:00	1.02416	1.02450	1.02077	1.02193	4926	0	4
2025.01.13	08:00:00	1.02193	1.02311	1.01772	1.01932	10537	0	3
2025.01.13	12:00:00	1.01930	1.02204	1.01859	1.02083	10372	0	3
2025.01.13	16:00:00	1.02084	1.02193	1.01916	1.02178	10828	0	3
2025.01.13	20:00:00	1.02179	1.02463	1.02069	1.02412	5385	0	1
2025.01.14	00:00:00	1.02424	1.02773	1.02370	1.02489	5767	0	1
2025.01.14	04:00:00	1.02490	1.02550	1.02385	1.02447	4414	0	1
2025.01.14	08:00:00	1.02447	1.02747	1.02447	1.02595	9833	0	3
2025.01.14	12:00:00	1.02590	1.02732	1.02394	1.02529	9970	0	3
2025.01.14	16:00:00	1.02533	1.03040	1.02434	1.02881	12652	0	3
2025.01.14	20:00:00	1.02882	1.03084	1.02867	1.03064	4672	0	0
2025.01.15	00:00:00	1.03064	1.03080	1.02978	1.02999	2973	0	4
2025.01.15	04:00:00	1.03000	1.03050	1.02926	1.02931	3586	0	1
2025.01.15	08:00:00	1.02931	1.03170	1.02866	1.03097	8434	0	0
2025.01.15	12:00:00	1.03096	1.03543	1.02934	1.03440	9389	0	3
2025.01.15	16:00:00	1.03444	1.03456	1.02579	1.02855	12690	0	3
2025.01.15	20:00:00	1.02859	1.02987	1.02844	1.02875	4531	0	0
2025.01.16	00:00:00	1.02854	1.02997	1.02809	1.02889	4195	0	2
2025.01.16	04:00:00	1.02894	1.02937	1.02807	1.02822	4171	0	0
2025.01.16	08:00:00	1.02823	1.03013	1.02815	1.02860	7666	0	3
2025.01.16	12:00:00	1.02860	1.02960	1.02599	1.02815	8831	0	3
2025.01.16	16:00:00	1.02807	1.03150	1.02677	1.02963	12911	0	3
2025.01.16	20:00:00	1.02961	1.03076	1.02929	1.02933	5118	0	0
2025.01.17	00:00:00	1.02965	1.03094	1.02924	1.03047	3033	0	0
2025.01.17	04:00:00	1.03052	1.03090	1.02874	1.02930	3567	0	0
2025.01.17	08:00:00	1.02932	1.03038	1.02774	1.02964	7560	0	0
2025.01.17	12:00:00	1.02967	1.03097	1.02854	1.02900	8093	0	3
2025.01.17	16:00:00	1.02900	1.03303	1.02651	1.02807	12275	0	3
2025.01.17	20:00:00	1.02807	1.02919	1.02687	1.02705	5208	0	0
2025.01.20	00:00:00	1.02731	1.02926	1.02663	1.02903	3772	0	3
2025.01.20	04:00:00	1.02904	1.03070	1.02868	1.03024	4012	0	0
2025.01.20	08:00:00	1.03024	1.03187	1.02994	1.03060	7483	0	0
2025.01.20	12:00:00	1.03061	1.03998	1.03061	1.03977	9254	0	3
2025.01.20	16:00:00	1.03979	1.04298	1.03531	1.03855	12644	0	3
2025.01.20	20:00:00	1.03855	1.04341	1.03832	1.04131	3893	0	0
2025.01.21	00:00:00	1.04133	1.04343	1.03522	1.03701	9263	0	3
2025.01.21	04:00:00	1.03700	1.04004	1.03691	1.03787	6884	0	0
2025.01.21	08:00:00	1.03789	1.03858	1.03420	1.03536	9332	0	3
2025.01.21	12:00:00	1.03535	1.03777	1.03430	1.03775	10140	0	3
2025.01.21	16:00:00	1.03783	1.04299	1.03728	1.04212	11957	0	3
2025.01.21	20:00:00	1.04212	1.04353	1.04158	1.04242	5201	0	0
2025.01.22	00:00:00	1.04259	1.04325	1.03925	1.04095	5756	0	3
2025.01.22	04:00:00	1.04092	1.04212	1.04061	1.04155	4342	0	0
2025.01.22	08:00:00	1.04155	1.04472	1.03999	1.04463	9432	0	0
2025.01.22	12:00:00	1.04466	1.04572	1.04222	1.04316	8936	0	3
2025.01.22	16:00:00	1.04312	1.04317	1.04119	1.04169	10010	0	3
2025.01.22	20:00:00	1.04170	1.04228	1.04053	1.04053	4645	0	0
2025.01.23	00:00:00	1.04053	1.04158	1.04019	1.04036	3878	0	0
2025.01.23	04:00:00	1.04035	1.04127	1.03969	1.04052	4342	0	0
2025.01.23	08:00:00	1.04053	1.04147	1.03899	1.04116	7717	0	3
2025.01.23	12:00:00	1.04117	1.04203	1.03940	1.04105	8487	0	4
2025.01.23	16:00:00	1.04113	1.04379	1.03721	1.04353	12450	0	3
2025.01.23	20:00:00	1.04354	1.04369	1.04101	1.04145	5600	0	3
2025.01.24	00:00:00	1.04109	1.04230	1.04108	1.04159	3029	0	1
2025.01.24	04:00:00	1.04158	1.04537	1.04158	1.04510	7237	0	3
2025.01.24	08:00:00	1.04512	1.05149	1.04472	1.04942	11300	0	3
2025.01.24	12:00:00	1.04942	1.04977	1.04635	1.04685	7708	0	4
2025.01.24	16:00:00	1.04685	1.05214	1.04671	1.05110	11303	0	3
2025.01.24	20:00:00	1.05108	1.05118	1.04881	1.04919	4610	0	0
2025.01.27	00:00:00	1.04751	1.04923	1.04612	1.04627	5016	0	4
2025.01.27	04:00:00	1.04626	1.04773	1.04559	1.04628	5184	0	1
2025.01.27	08:00:00	1.04628	1.04937	1.04539	1.04886	10483	0	1
2025.01.27	12:00:00	1.04888	1.05330	1.04888	1.05198	12448	0	3
2025.01.27	16:00:00	1.05196	1.05243	1.04847	1.04886	11708	0	3
2025.01.27	20:00:00	1.04883	1.04941	1.04791	1.04904	6377	0	3
2025.01.28	00:00:00	1.04905	1.04927	1.04277	1.04377	7409	0	3
2025.01.28	04:00:00	1.04367	1.04414	1.04248	1.04363	5207	0	0
2025.01.28	08:00:00	1.04364	1.04443	1.04192	1.04350	8956	0	3
2025.01.28	12:00:00	1.04346	1.04370	1.04138	1.04249	8314	0	3
2025.01.28	16:00:00	1.04246	1.04409	1.04211	1.04278	9822	0	0
2025.01.28	20:00:00	1.04280	1.04381	1.04225	1.04287	5355	0	0
2025.01.29	00:00:00	1.04238	1.04342	1.04236	1.04272	3126	0	0
2025.01.29	04:00:00	1.04268	1.04424	1.04258	1.04401	3858	0	0
2025.01.29	08:00:00	1.04407	1.04435	1.04020	1.04038	8104	0	3
2025.01.29	12:00:00	1.04036	1.04083	1.03822	1.03874	9061	0	3
2025.01.29	16:00:00	1.03877	1.04283	1.03864	1.04212	11187	0	3
2025.01.29	20:00:00	1.04214	1.04287	1.03882	1.04202	10524	0	3
2025.01.30	00:00:00	1.04176	1.04288	1.04146	1.04200	3080	0	0
2025.01.30	04:00:00	1.04200	1.04274	1.04175	1.04217	3720	0	0
2025.01.30	08:00:00	1.04218	1.04288	1.04020	1.04074	7577	0	0
2025.01.30	12:00:00	1.04072	1.04598	1.03901	1.04571	9497	0	3
2025.01.30	16:00:00	1.04561	1.04676	1.04094	1.04169	11702	0	3
2025.01.30	20:00:00	1.04171	1.04323	1.03861	1.03868	7114	0	0
2025.01.31	00:00:00	1.03810	1.04022	1.03766	1.03885	4407	0	0
2025.01.31	04:00:00	1.03886	1.03949	1.03827	1.03887	4701	0	1
2025.01.31	08:00:00	1.03887	1.04126	1.03652	1.03834	8792	0	0
2025.01.31	12:00:00	1.03833	1.03951	1.03719	1.03820	9108	0	0
2025.01.31	16:00:00	1.03824	1.04338	1.03603	1.04201	13092	0	3
2025.01.31	20:00:00	1.04199	1.04217	1.03496	1.03640	12322	0	3
2025.02.03	00:00:00	1.02509	1.02698	1.02111	1.02378	11616	0	3
2025.02.03	04:00:00	1.02378	1.02430	1.02122	1.02401	9191	0	3
2025.02.03	08:00:00	1.02401	1.02541	1.02129	1.02297	11401	0	3
2025.02.03	12:00:00	1.02296	1.02871	1.02296	1.02638	10307	0	3
2025.02.03	16:00:00	1.02634	1.03351	1.02416	1.02796	17127	0	3
2025.02.03	20:00:00	1.02792	1.03498	1.02688	1.03435	8935	0	0
2025.02.04	00:00:00	1.03402	1.03504	1.03085	1.03218	5677	0	3
2025.02.04	04:00:00	1.03218	1.03238	1.02717	1.02931	7456	0	0
2025.02.04	08:00:00	1.02931	1.03493	1.02922	1.03385	9800	0	3
2025.02.04	12:00:00	1.03381	1.03432	1.03201	1.03402	7980	0	3
2025.02.04	16:00:00	1.03406	1.03872	1.03401	1.03766	12439	0	3
2025.02.04	20:00:00	1.03766	1.03875	1.03744	1.03773	5141	0	0
2025.02.05	00:00:00	1.03739	1.03864	1.03687	1.03732	4305	0	4
2025.02.05	04:00:00	1.03733	1.03860	1.03728	1.03777	4764	0	0
2025.02.05	08:00:00	1.03775	1.04175	1.03740	1.04039	9316	0	3
2025.02.05	12:00:00	1.04039	1.04304	1.04015	1.04077	8651	0	3
2025.02.05	16:00:00	1.04077	1.04424	1.04062	1.04197	11053	0	3
2025.02.05	20:00:00	1.04197	1.04216	1.03968	1.04012	4782	0	3
2025.02.06	00:00:00	1.03993	1.04063	1.03947	1.04026	3735	0	4
2025.02.06	04:00:00	1.04023	1.04053	1.03851	1.03863	4373	0	0
2025.02.06	08:00:00	1.03864	1.03924	1.03561	1.03594	7541	0	3
2025.02.06	12:00:00	1.03595	1.03675	1.03525	1.03604	9170	0	3
2025.02.06	16:00:00	1.03601	1.03803	1.03597	1.03790	9555	0	3
2025.02.06	20:00:00	1.03789	1.03962	1.03739	1.03818	5277	0	0
2025.02.07	00:00:00	1.03809	1.03907	1.03742	1.03837	3602	0	4
2025.02.07	04:00:00	1.03837	1.03860	1.03739	1.03749	3924	0	1
2025.02.07	08:00:00	1.03749	1.03997	1.03724	1.03909	6334	0	1
2025.02.07	12:00:00	1.03909	1.04123	1.03492	1.03636	8475	0	3
2025.02.07	16:00:00	1.03635	1.03886	1.03051	1.03216	15759	0	3
2025.02.07	20:00:00	1.03215	1.03382	1.03207	1.03262	5966	0	4
2025.02.10	00:00:00	1.02966	1.03183	1.02779	1.03028	5285	0	3
2025.02.10	04:00:00	1.03028	1.03214	1.02985	1.03161	3776	0	0
2025.02.10	08:00:00	1.03162	1.03347	1.03067	1.03268	7750	0	0
2025.02.10	12:00:00	1.03264	1.03364	1.03085	1.03214	6956	0	4
2025.02.10	16:00:00	1.03215	1.03234	1.03043	1.03123	8021	0	3
2025.02.10	20:00:00	1.03123	1.03159	1.03048	1.03060	3555	0	0
2025.02.11	00:00:00	1.03024	1.03083	1.02983	1.03018	3096	0	0
2025.02.11	04:00:00	1.03019	1.03058	1.02920	1.03047	3501	0	0
2025.02.11	08:00:00	1.03046	1.03219	1.02998	1.03177	6894	0	4
2025.02.11	12:00:00	1.03178	1.03286	1.03143	1.03223	6444	0	3
2025.02.11	16:00:00	1.03221	1.03510	1.03216	1.03453	8179	0	4
2025.02.11	20:00:00	1.03452	1.03810	1.03418	1.03602	5112	0	0
2025.02.12	00:00:00	1.03604	1.03674	1.03539	1.03603	3311	0	4
2025.02.12	04:00:00	1.03603	1.03676	1.03549	1.03583	4224	0	0
2025.02.12	08:00:00	1.03584	1.03799	1.03570	1.03734	6957	0	1
2025.02.12	12:00:00	1.03738	1.03856	1.03170	1.03332	9053	0	3
2025.02.12	16:00:00	1.03322	1.04273	1.03255	1.04260	14243	0	3
